"snr","tuning","T_sample","method","n_cells","avg_rank_frob","avg_rank_rmfe","avg_rank_hamming","avg_rank_F1","avg_rank_off_hamming","avg_rank_off_F1"
2,"cv",500,"A-Th",18,2.33333333333333,2.52777777777778,2.41666666666667,2.41666666666667,2.41666666666667,2.41666666666667
2,"cv",500,"A-Ref",18,3.22222222222222,3.27777777777778,3.38888888888889,3.38888888888889,3.38888888888889,3.38888888888889
2,"cv",500,"A-Rlx",18,1.61111111111111,2.11111111111111,3.38888888888889,3.38888888888889,3.38888888888889,3.38888888888889
2,"cv",500,"A-Des",18,9.66666666666667,9.61111111111111,10.5,10.5,10.5,10.5
2,"cv",500,"ScL",18,9.05555555555556,8.77777777777778,5.69444444444444,5.69444444444444,5.69444444444444,5.69444444444444
2,"cv",1000,"L",18,6.5,6.05555555555556,8,8,8,8
2,"cv",1000,"L-Th",18,5.22222222222222,5.88888888888889,3.47222222222222,3.47222222222222,3.47222222222222,3.47222222222222
2,"cv",1000,"L-Ref",18,8.38888888888889,8.38888888888889,8,8,8,8
2,"cv",1000,"L-Rlx",18,6.55555555555556,5.72222222222222,8,8,8,8
2,"cv",1000,"L-Des",18,10.6666666666667,10.3888888888889,10.5,10.5,10.5,10.5
2,"cv",1000,"A",18,2.63888888888889,3,3.11111111111111,3.11111111111111,3.11111111111111,3.11111111111111
2,"cv",1000,"A-Th",18,2.25,2.88888888888889,2.27777777777778,2.27777777777778,2.27777777777778,2.27777777777778
2,"cv",1000,"A-Ref",18,3.55555555555556,2.66666666666667,3.11111111111111,3.11111111111111,3.11111111111111,3.11111111111111
2,"cv",1000,"A-Rlx",18,1.55555555555556,2.22222222222222,3.11111111111111,3.11111111111111,3.11111111111111,3.11111111111111
2,"cv",1000,"A-Des",18,9.66666666666667,9.72222222222222,10.5,10.5,10.5,10.5
2,"cv",1000,"ScL",18,9,9.05555555555556,5.91666666666667,5.91666666666667,5.91666666666667,5.91666666666667
2,"cv",2000,"L",18,6.66666666666667,6.33333333333333,8,8,8,8
2,"cv",2000,"L-Th",18,5.38888888888889,5.27777777777778,3.91666666666667,3.91666666666667,3.91666666666667,3.91666666666667
2,"cv",2000,"L-Ref",18,8.27777777777778,8.44444444444444,8,8,8,8
2,"cv",2000,"L-Rlx",18,6.27777777777778,6.16666666666667,8,8,8,8
2,"cv",2000,"L-Des",18,10.6666666666667,10.3333333333333,10.5,10.5,10.5,10.5
2,"cv",2000,"A",18,2.22222222222222,2.97222222222222,2.88888888888889,2.88888888888889,2.88888888888889,2.88888888888889
2,"cv",2000,"A-Th",18,2.11111111111111,2.91666666666667,2.44444444444444,2.44444444444444,2.44444444444444,2.44444444444444
2,"cv",2000,"A-Ref",18,3.61111111111111,3,2.88888888888889,2.88888888888889,2.88888888888889,2.88888888888889
2,"cv",2000,"A-Rlx",18,2.05555555555556,2.55555555555556,2.88888888888889,2.88888888888889,2.88888888888889,2.88888888888889
2,"cv",2000,"A-Des",18,9.66666666666667,9.55555555555556,10.5,10.5,10.5,10.5
2,"cv",2000,"ScL",18,9.05555555555556,8.44444444444444,5.97222222222222,5.97222222222222,5.97222222222222,5.97222222222222
