"snr","tuning","dgp","d","T_sample","method","rank_frob","rank_rmfe","rank_hamming","rank_F1","rank_off_hamming","rank_off_F1"
1,"cv","dgp2",30,500,"L-Rlx",7,7,8,8,8,8
1,"cv","dgp2",30,500,"L-Des",11,11,10.5,10.5,10.5,10.5
1,"cv","dgp2",30,500,"A",2,1,4,4,4,4
1,"cv","dgp2",30,500,"A-Th",1,2,2,2,2,2
1,"cv","dgp2",30,500,"A-Ref",4,4,4,4,4,4
1,"cv","dgp2",30,500,"A-Rlx",3,3,4,4,4,4
1,"cv","dgp2",30,500,"A-Des",10,10,10.5,10.5,10.5,10.5
1,"cv","dgp2",30,500,"ScL",8,8,6,6,6,6
1,"cv","dgp2",30,1000,"L",6,6,8,8,8,8
1,"cv","dgp2",30,1000,"L-Th",5,5,1,1,1,1
1,"cv","dgp2",30,1000,"L-Ref",9,9,8,8,8,8
1,"cv","dgp2",30,1000,"L-Rlx",7,7,8,8,8,8
1,"cv","dgp2",30,1000,"L-Des",11,11,10.5,10.5,10.5,10.5
1,"cv","dgp2",30,1000,"A",3,3,4,4,4,4
1,"cv","dgp2",30,1000,"A-Th",2,2,2,2,2,2
1,"cv","dgp2",30,1000,"A-Ref",4,4,4,4,4,4
1,"cv","dgp2",30,1000,"A-Rlx",1,1,4,4,4,4
1,"cv","dgp2",30,1000,"A-Des",10,10,10.5,10.5,10.5,10.5
1,"cv","dgp2",30,1000,"ScL",8,8,6,6,6,6
1,"cv","dgp2",30,2000,"L",6,6,8,8,8,8
1,"cv","dgp2",30,2000,"L-Th",5,5,1,1,1,1
1,"cv","dgp2",30,2000,"L-Ref",9,9,8,8,8,8
1,"cv","dgp2",30,2000,"L-Rlx",7,7,8,8,8,8
1,"cv","dgp2",30,2000,"L-Des",11,11,10.5,10.5,10.5,10.5
1,"cv","dgp2",30,2000,"A",3,2.5,4,4,4,4
1,"cv","dgp2",30,2000,"A-Th",2,2.5,2,2,2,2
1,"cv","dgp2",30,2000,"A-Ref",4,4,4,4,4,4
1,"cv","dgp2",30,2000,"A-Rlx",1,1,4,4,4,4
1,"cv","dgp2",30,2000,"A-Des",10,10,10.5,10.5,10.5,10.5
1,"cv","dgp2",30,2000,"ScL",8,8,6,6,6,6
1,"cv","dgp3",5,100,"L",7,7,8,8,8,8
1,"cv","dgp3",5,100,"L-Th",6,4,1.5,1,1.5,1
1,"cv","dgp3",5,100,"L-Ref",8,8,8,8,8,8
1,"cv","dgp3",5,100,"L-Rlx",5,2,8,8,8,8
1,"cv","dgp3",5,100,"L-Des",10,10,10.5,10.5,10.5,10.5
1,"cv","dgp3",5,100,"A",3.5,5.5,4.5,4.5,4.5,4.5
1,"cv","dgp3",5,100,"A-Th",3.5,5.5,1.5,2,1.5,2
1,"cv","dgp3",5,100,"A-Ref",2,3,4.5,4.5,4.5,4.5
1,"cv","dgp3",5,100,"A-Rlx",1,1,4.5,4.5,4.5,4.5
1,"cv","dgp3",5,100,"A-Des",9,9,10.5,10.5,10.5,10.5
1,"cv","dgp3",5,100,"ScL",11,11,4.5,4.5,4.5,4.5
1,"cv","dgp3",5,200,"L",7,5,8,8,8,8
1,"cv","dgp3",5,200,"L-Th",5,8,3,3,3,3
1,"cv","dgp3",5,200,"L-Ref",8,7,8,8,8,8
1,"cv","dgp3",5,200,"L-Rlx",6,6,8,8,8,8
1,"cv","dgp3",5,200,"L-Des",11,11,10.5,10.5,10.5,10.5
1,"cv","dgp3",5,200,"A",3.5,3.5,3,3,3,3
1,"cv","dgp3",5,200,"A-Th",3.5,3.5,3,3,3,3
1,"cv","dgp3",5,200,"A-Ref",2,1,3,3,3,3
1,"cv","dgp3",5,200,"A-Rlx",1,2,3,3,3,3
1,"cv","dgp3",5,200,"A-Des",10,10,10.5,10.5,10.5,10.5
1,"cv","dgp3",5,200,"ScL",9,9,6,6,6,6
1,"cv","dgp3",5,300,"L",6,6,8,8,8,8
1,"cv","dgp3",5,300,"L-Th",5,5,1.5,1.5,1.5,1.5
1,"cv","dgp3",5,300,"L-Ref",9,8,8,8,8,8
1,"cv","dgp3",5,300,"L-Rlx",7,7,8,8,8,8
1,"cv","dgp3",5,300,"L-Des",10,11,10.5,10.5,10.5,10.5
1,"cv","dgp3",5,300,"A",1.5,3.5,4,4,4,4
1,"cv","dgp3",5,300,"A-Th",1.5,3.5,1.5,1.5,1.5,1.5
1,"cv","dgp3",5,300,"A-Ref",4,1,4,4,4,4
1,"cv","dgp3",5,300,"A-Rlx",3,2,4,4,4,4
1,"cv","dgp3",5,300,"A-Des",11,10,10.5,10.5,10.5,10.5
1,"cv","dgp3",5,300,"ScL",8,9,6,6,6,6
1,"cv","dgp3",5,500,"L",7,5,8,8,8,8
1,"cv","dgp3",5,500,"L-Th",5,7,3,3,3,3
1,"cv","dgp3",5,500,"L-Ref",8,8,8,8,8,8
1,"cv","dgp3",5,500,"L-Rlx",6,6,8,8,8,8
1,"cv","dgp3",5,500,"L-Des",11,10,10.5,10.5,10.5,10.5
1,"cv","dgp3",5,500,"A",3.5,3.5,3,3,3,3
1,"cv","dgp3",5,500,"A-Th",3.5,3.5,3,3,3,3
1,"cv","dgp3",5,500,"A-Ref",2,1,3,3,3,3
1,"cv","dgp3",5,500,"A-Rlx",1,2,3,3,3,3
1,"cv","dgp3",5,500,"A-Des",10,11,10.5,10.5,10.5,10.5
1,"cv","dgp3",5,500,"ScL",9,9,6,6,6,6
1,"cv","dgp3",5,1000,"L",7,6,8,8,8,8
1,"cv","dgp3",5,1000,"L-Th",5,5,3,3,3,3
1,"cv","dgp3",5,1000,"L-Ref",8,11,8,8,8,8
1,"cv","dgp3",5,1000,"L-Rlx",6,7,8,8,8,8
1,"cv","dgp3",5,1000,"L-Des",11,10,10.5,10.5,10.5,10.5
1,"cv","dgp3",5,1000,"A",3.5,2.5,3,3,3,3
1,"cv","dgp3",5,1000,"A-Th",3.5,2.5,3,3,3,3
1,"cv","dgp3",5,1000,"A-Ref",1,4,3,3,3,3
1,"cv","dgp3",5,1000,"A-Rlx",2,1,3,3,3,3
1,"cv","dgp3",5,1000,"A-Des",10,9,10.5,10.5,10.5,10.5
1,"cv","dgp3",5,1000,"ScL",9,8,6,6,6,6
1,"cv","dgp3",5,2000,"L",7,2,8,8,8,8
1,"cv","dgp3",5,2000,"L-Th",5,8,3,3,3,3
1,"cv","dgp3",5,2000,"L-Ref",8,9,8,8,8,8
1,"cv","dgp3",5,2000,"L-Rlx",6,6,8,8,8,8
1,"cv","dgp3",5,2000,"L-Des",11,10,10.5,10.5,10.5,10.5
1,"cv","dgp3",5,2000,"A",2.5,3.5,3,3,3,3
1,"cv","dgp3",5,2000,"A-Th",2.5,3.5,3,3,3,3
1,"cv","dgp3",5,2000,"A-Ref",1,1,3,3,3,3
1,"cv","dgp3",5,2000,"A-Rlx",4,5,3,3,3,3
1,"cv","dgp3",5,2000,"A-Des",10,11,10.5,10.5,10.5,10.5
1,"cv","dgp3",5,2000,"ScL",9,7,6,6,6,6
1,"cv","dgp3",10,100,"L",1,1,8,8,8,8
1,"cv","dgp3",10,100,"L-Th",2,2,1,1,1,1
1,"cv","dgp3",10,100,"L-Ref",8,8,8,8,8,8
1,"cv","dgp3",10,100,"L-Rlx",3,3,8,8,8,8
1,"cv","dgp3",10,100,"L-Des",9,9,10.5,10.5,10.5,10.5
1,"cv","dgp3",10,100,"A",5,4,4.5,5,4.5,5
1,"cv","dgp3",10,100,"A-Th",4,5,4.5,3,4.5,3
1,"cv","dgp3",10,100,"A-Ref",7,7,4.5,5,4.5,5
1,"cv","dgp3",10,100,"A-Rlx",6,6,4.5,5,4.5,5
1,"cv","dgp3",10,100,"A-Des",10,10,10.5,10.5,10.5,10.5
1,"cv","dgp3",10,100,"ScL",11,11,2,2,2,2
1,"cv","dgp3",10,200,"L",5,6,8,8,8,8
1,"cv","dgp3",10,200,"L-Th",4,5,1,1,1,1
1,"cv","dgp3",10,200,"L-Ref",8,8,8,8,8,8
1,"cv","dgp3",10,200,"L-Rlx",7,7,8,8,8,8
1,"cv","dgp3",10,200,"L-Des",10,10,10.5,10.5,10.5,10.5
1,"cv","dgp3",10,200,"A",1,1,4.5,4.5,4.5,4.5
1,"cv","dgp3",10,200,"A-Th",2,2,4.5,4.5,4.5,4.5
1,"cv","dgp3",10,200,"A-Ref",6,4,4.5,4.5,4.5,4.5
1,"cv","dgp3",10,200,"A-Rlx",3,3,4.5,4.5,4.5,4.5
1,"cv","dgp3",10,200,"A-Des",9,9,10.5,10.5,10.5,10.5
1,"cv","dgp3",10,200,"ScL",11,11,2,2,2,2
1,"cv","dgp3",10,300,"L",6,5,8,8,8,8
1,"cv","dgp3",10,300,"L-Th",5,6,1.5,1.5,1.5,1.5
1,"cv","dgp3",10,300,"L-Ref",8,8,8,8,8,8
1,"cv","dgp3",10,300,"L-Rlx",7,7,8,8,8,8
1,"cv","dgp3",10,300,"L-Des",10,10,10.5,10.5,10.5,10.5
1,"cv","dgp3",10,300,"A",2.5,1,4.5,4.5,4.5,4.5
1,"cv","dgp3",10,300,"A-Th",2.5,2,1.5,1.5,1.5,1.5
1,"cv","dgp3",10,300,"A-Ref",4,4,4.5,4.5,4.5,4.5
1,"cv","dgp3",10,300,"A-Rlx",1,3,4.5,4.5,4.5,4.5
1,"cv","dgp3",10,300,"A-Des",9,9,10.5,10.5,10.5,10.5
1,"cv","dgp3",10,300,"ScL",11,11,4.5,4.5,4.5,4.5
1,"cv","dgp3",10,500,"L",6,6,8,8,8,8
1,"cv","dgp3",10,500,"L-Th",5,5,3.5,3.5,3.5,3.5
1,"cv","dgp3",10,500,"L-Ref",8,8,8,8,8,8
1,"cv","dgp3",10,500,"L-Rlx",7,7,8,8,8,8
1,"cv","dgp3",10,500,"L-Des",10,10,10.5,10.5,10.5,10.5
1,"cv","dgp3",10,500,"A",1.5,3.5,3.5,3.5,3.5,3.5
1,"cv","dgp3",10,500,"A-Th",1.5,3.5,1,1,1,1
1,"cv","dgp3",10,500,"A-Ref",4,1,3.5,3.5,3.5,3.5
1,"cv","dgp3",10,500,"A-Rlx",3,2,3.5,3.5,3.5,3.5
1,"cv","dgp3",10,500,"A-Des",9,9,10.5,10.5,10.5,10.5
1,"cv","dgp3",10,500,"ScL",11,11,6,6,6,6
1,"cv","dgp3",10,1000,"L",6,8,8,8,8,8
1,"cv","dgp3",10,1000,"L-Th",5,4,5.5,5.5,5.5,5.5
1,"cv","dgp3",10,1000,"L-Ref",8,7,8,8,8,8
1,"cv","dgp3",10,1000,"L-Rlx",7,6,8,8,8,8
1,"cv","dgp3",10,1000,"L-Des",10,10,10.5,10.5,10.5,10.5
1,"cv","dgp3",10,1000,"A",2.5,2.5,3,3,3,3
1,"cv","dgp3",10,1000,"A-Th",2.5,2.5,1,1,1,1
1,"cv","dgp3",10,1000,"A-Ref",4,1,3,3,3,3
1,"cv","dgp3",10,1000,"A-Rlx",1,5,3,3,3,3
1,"cv","dgp3",10,1000,"A-Des",9,9,10.5,10.5,10.5,10.5
1,"cv","dgp3",10,1000,"ScL",11,11,5.5,5.5,5.5,5.5
1,"cv","dgp3",10,2000,"L",6,8,8,8,8,8
1,"cv","dgp3",10,2000,"L-Th",5,5,5,5,5,5
1,"cv","dgp3",10,2000,"L-Ref",8,7,8,8,8,8
1,"cv","dgp3",10,2000,"L-Rlx",7,6,8,8,8,8
1,"cv","dgp3",10,2000,"L-Des",10,11,10.5,10.5,10.5,10.5
1,"cv","dgp3",10,2000,"A",2.5,3.5,2.5,2.5,2.5,2.5
1,"cv","dgp3",10,2000,"A-Th",2.5,3.5,2.5,2.5,2.5,2.5
1,"cv","dgp3",10,2000,"A-Ref",4,1,2.5,2.5,2.5,2.5
1,"cv","dgp3",10,2000,"A-Rlx",1,2,2.5,2.5,2.5,2.5
1,"cv","dgp3",10,2000,"A-Des",9,10,10.5,10.5,10.5,10.5
1,"cv","dgp3",10,2000,"ScL",11,9,6,6,6,6
1,"cv","dgp3",15,100,"L",1,1,8,8,8,8
1,"cv","dgp3",15,100,"L-Th",3,6,1,1,1,1
1,"cv","dgp3",15,100,"L-Ref",8,8,8,8,8,8
1,"cv","dgp3",15,100,"L-Rlx",2,5,8,8,8,8
1,"cv","dgp3",15,100,"L-Des",9,10,10.5,10.5,10.5,10.5
1,"cv","dgp3",15,100,"A",5,3,4.5,5,4.5,5
1,"cv","dgp3",15,100,"A-Th",4,2,4.5,3,4.5,3
1,"cv","dgp3",15,100,"A-Ref",7,7,4.5,5,4.5,5
1,"cv","dgp3",15,100,"A-Rlx",6,4,4.5,5,4.5,5
1,"cv","dgp3",15,100,"A-Des",10,9,10.5,10.5,10.5,10.5
1,"cv","dgp3",15,100,"ScL",11,11,2,2,2,2
1,"cv","dgp3",15,200,"L",5,5,8,8,8,8
1,"cv","dgp3",15,200,"L-Th",3,6,1,1,1,1
1,"cv","dgp3",15,200,"L-Ref",8,8,8,8,8,8
1,"cv","dgp3",15,200,"L-Rlx",7,7,8,8,8,8
1,"cv","dgp3",15,200,"L-Des",10,10,10.5,10.5,10.5,10.5
1,"cv","dgp3",15,200,"A",2,3,5,5,5,5
1,"cv","dgp3",15,200,"A-Th",1,2,3,3,3,3
1,"cv","dgp3",15,200,"A-Ref",6,4,5,5,5,5
1,"cv","dgp3",15,200,"A-Rlx",4,1,5,5,5,5
1,"cv","dgp3",15,200,"A-Des",9,9,10.5,10.5,10.5,10.5
1,"cv","dgp3",15,200,"ScL",11,11,2,2,2,2
1,"cv","dgp3",15,300,"L",6,6,8,8,8,8
1,"cv","dgp3",15,300,"L-Th",4,4,1,1,1,1
1,"cv","dgp3",15,300,"L-Ref",8,8,8,8,8,8
1,"cv","dgp3",15,300,"L-Rlx",7,7,8,8,8,8
1,"cv","dgp3",15,300,"L-Des",10,10,10.5,10.5,10.5,10.5
1,"cv","dgp3",15,300,"A",2,2,5,5,5,5
1,"cv","dgp3",15,300,"A-Th",1,1,3,3,3,3
1,"cv","dgp3",15,300,"A-Ref",5,5,5,5,5,5
1,"cv","dgp3",15,300,"A-Rlx",3,3,5,5,5,5
1,"cv","dgp3",15,300,"A-Des",9,9,10.5,10.5,10.5,10.5
1,"cv","dgp3",15,300,"ScL",11,11,2,2,2,2
1,"cv","dgp3",15,500,"L",6,6,8,8,8,8
1,"cv","dgp3",15,500,"L-Th",5,5,1,1,1,1
1,"cv","dgp3",15,500,"L-Ref",8,8,8,8,8,8
1,"cv","dgp3",15,500,"L-Rlx",7,7,8,8,8,8
1,"cv","dgp3",15,500,"L-Des",10,10,10.5,10.5,10.5,10.5
1,"cv","dgp3",15,500,"A",2,2.5,4,4,4,4
1,"cv","dgp3",15,500,"A-Th",1,2.5,2,2,2,2
1,"cv","dgp3",15,500,"A-Ref",4,4,4,4,4,4
1,"cv","dgp3",15,500,"A-Rlx",3,1,4,4,4,4
1,"cv","dgp3",15,500,"A-Des",9,9,10.5,10.5,10.5,10.5
1,"cv","dgp3",15,500,"ScL",11,11,6,6,6,6
1,"cv","dgp3",15,1000,"L",6,5,8,8,8,8
1,"cv","dgp3",15,1000,"L-Th",5,6,5,5,5,5
1,"cv","dgp3",15,1000,"L-Ref",8,8,8,8,8,8
1,"cv","dgp3",15,1000,"L-Rlx",7,7,8,8,8,8
1,"cv","dgp3",15,1000,"L-Des",10,10,10.5,10.5,10.5,10.5
1,"cv","dgp3",15,1000,"A",3,3,3,3,3,3
1,"cv","dgp3",15,1000,"A-Th",2,4,1,1,1,1
1,"cv","dgp3",15,1000,"A-Ref",4,2,3,3,3,3
1,"cv","dgp3",15,1000,"A-Rlx",1,1,3,3,3,3
1,"cv","dgp3",15,1000,"A-Des",9,9,10.5,10.5,10.5,10.5
1,"cv","dgp3",15,1000,"ScL",11,11,6,6,6,6
1,"cv","dgp3",15,2000,"L",6,6,8,8,8,8
1,"cv","dgp3",15,2000,"L-Th",5,5,5,5,5,5
1,"cv","dgp3",15,2000,"L-Ref",8,8,8,8,8,8
1,"cv","dgp3",15,2000,"L-Rlx",7,7,8,8,8,8
1,"cv","dgp3",15,2000,"L-Des",10,10,10.5,10.5,10.5,10.5
1,"cv","dgp3",15,2000,"A",1.5,1.5,2.5,2.5,2.5,2.5
1,"cv","dgp3",15,2000,"A-Th",1.5,1.5,2.5,2.5,2.5,2.5
1,"cv","dgp3",15,2000,"A-Ref",4,4,2.5,2.5,2.5,2.5
1,"cv","dgp3",15,2000,"A-Rlx",3,3,2.5,2.5,2.5,2.5
1,"cv","dgp3",15,2000,"A-Des",9,9,10.5,10.5,10.5,10.5
1,"cv","dgp3",15,2000,"ScL",11,11,6,6,6,6
1,"cv","dgp3",20,100,"L",1,1,8,7,8,7
1,"cv","dgp3",20,100,"L-Th",6,8,2,9,2,9
1,"cv","dgp3",20,100,"L-Ref",8,7,8,7,8,7
1,"cv","dgp3",20,100,"L-Rlx",2,2,8,7,8,7
1,"cv","dgp3",20,100,"L-Des",10,9,10.5,10.5,10.5,10.5
1,"cv","dgp3",20,100,"A",3,4,5,4,5,2
1,"cv","dgp3",20,100,"A-Th",4,5,3,2,3,4
1,"cv","dgp3",20,100,"A-Ref",7,6,5,4,5,2
1,"cv","dgp3",20,100,"A-Rlx",5,3,5,4,5,2
1,"cv","dgp3",20,100,"A-Des",11,10,10.5,10.5,10.5,10.5
1,"cv","dgp3",20,100,"ScL",9,11,1,1,1,5
1,"cv","dgp3",20,200,"L",1,1,8,8,8,8
1,"cv","dgp3",20,200,"L-Th",2,6,1,1,1,1
1,"cv","dgp3",20,200,"L-Ref",8,8,8,8,8,8
1,"cv","dgp3",20,200,"L-Rlx",3,2,8,8,8,8
1,"cv","dgp3",20,200,"L-Des",9,9,10.5,10.5,10.5,10.5
1,"cv","dgp3",20,200,"A",4,3,5,5,5,5
1,"cv","dgp3",20,200,"A-Th",5,4,3,3,3,3
1,"cv","dgp3",20,200,"A-Ref",7,7,5,5,5,5
1,"cv","dgp3",20,200,"A-Rlx",6,5,5,5,5,5
1,"cv","dgp3",20,200,"A-Des",10,10,10.5,10.5,10.5,10.5
1,"cv","dgp3",20,200,"ScL",11,11,2,2,2,2
1,"cv","dgp3",20,300,"L",4,4,8,8,8,8
1,"cv","dgp3",20,300,"L-Th",1,5,1,1,1,1
1,"cv","dgp3",20,300,"L-Ref",8,8,8,8,8,8
1,"cv","dgp3",20,300,"L-Rlx",6,6,8,8,8,8
1,"cv","dgp3",20,300,"L-Des",10,9,10.5,10.5,10.5,10.5
1,"cv","dgp3",20,300,"A",3,2,5,5,5,5
1,"cv","dgp3",20,300,"A-Th",2,1,3,3,3,3
1,"cv","dgp3",20,300,"A-Ref",7,7,5,5,5,5
1,"cv","dgp3",20,300,"A-Rlx",5,3,5,5,5,5
1,"cv","dgp3",20,300,"A-Des",9,10,10.5,10.5,10.5,10.5
1,"cv","dgp3",20,300,"ScL",11,11,2,2,2,2
1,"cv","dgp3",20,500,"L",6,6,8,8,8,8
1,"cv","dgp3",20,500,"L-Th",4,4,1,1,1,1
1,"cv","dgp3",20,500,"L-Ref",8,8,8,8,8,8
1,"cv","dgp3",20,500,"L-Rlx",7,7,8,8,8,8
1,"cv","dgp3",20,500,"L-Des",10,10,10.5,10.5,10.5,10.5
1,"cv","dgp3",20,500,"A",2,1,5,5,5,5
1,"cv","dgp3",20,500,"A-Th",1,2,3,3,3,3
1,"cv","dgp3",20,500,"A-Ref",5,5,5,5,5,5
1,"cv","dgp3",20,500,"A-Rlx",3,3,5,5,5,5
1,"cv","dgp3",20,500,"A-Des",9,9,10.5,10.5,10.5,10.5
1,"cv","dgp3",20,500,"ScL",11,11,2,2,2,2
1,"cv","dgp3",20,1000,"L",6,6,8,8,8,8
1,"cv","dgp3",20,1000,"L-Th",5,5,1,1,1,1
1,"cv","dgp3",20,1000,"L-Ref",8,8,8,8,8,8
1,"cv","dgp3",20,1000,"L-Rlx",7,7,8,8,8,8
1,"cv","dgp3",20,1000,"L-Des",10,10,10.5,10.5,10.5,10.5
1,"cv","dgp3",20,1000,"A",2,2,4,4,4,4
1,"cv","dgp3",20,1000,"A-Th",1,3,2,2,2,2
1,"cv","dgp3",20,1000,"A-Ref",4,4,4,4,4,4
1,"cv","dgp3",20,1000,"A-Rlx",3,1,4,4,4,4
1,"cv","dgp3",20,1000,"A-Des",9,9,10.5,10.5,10.5,10.5
1,"cv","dgp3",20,1000,"ScL",11,11,6,6,6,6
1,"cv","dgp3",20,2000,"L",6,6,8,8,8,8
1,"cv","dgp3",20,2000,"L-Th",5,7,5,5,5,5
1,"cv","dgp3",20,2000,"L-Ref",8,10,8,8,8,8
1,"cv","dgp3",20,2000,"L-Rlx",7,5,8,8,8,8
1,"cv","dgp3",20,2000,"L-Des",10,9,10.5,10.5,10.5,10.5
1,"cv","dgp3",20,2000,"A",2,3.5,3,3,3,3
1,"cv","dgp3",20,2000,"A-Th",1,3.5,1,1,1,1
1,"cv","dgp3",20,2000,"A-Ref",4,1,3,3,3,3
1,"cv","dgp3",20,2000,"A-Rlx",3,2,3,3,3,3
1,"cv","dgp3",20,2000,"A-Des",9,8,10.5,10.5,10.5,10.5
1,"cv","dgp3",20,2000,"ScL",11,11,6,6,6,6
1,"cv","dgp3",25,100,"L",1,1,8,6,8,6
1,"cv","dgp3",25,100,"L-Th",5,8,6,9,6,9
1,"cv","dgp3",25,100,"L-Ref",7,7,8,6,8,6
1,"cv","dgp3",25,100,"L-Rlx",2,2,8,6,8,6
1,"cv","dgp3",25,100,"L-Des",10,9,10.5,10.5,10.5,10.5
1,"cv","dgp3",25,100,"A",3,3,3,2,3,2
1,"cv","dgp3",25,100,"A-Th",4,4,5,4,5,4
1,"cv","dgp3",25,100,"A-Ref",8,6,3,2,3,2
1,"cv","dgp3",25,100,"A-Rlx",6,5,3,2,3,2
1,"cv","dgp3",25,100,"A-Des",11,10,10.5,10.5,10.5,10.5
1,"cv","dgp3",25,100,"ScL",9,11,1,8,1,8
1,"cv","dgp3",25,200,"L",1,1,8,8,8,8
1,"cv","dgp3",25,200,"L-Th",3,7,1,2,1,2
1,"cv","dgp3",25,200,"L-Ref",8,8,8,8,8,8
1,"cv","dgp3",25,200,"L-Rlx",2,2,8,8,8,8
1,"cv","dgp3",25,200,"L-Des",9,9,10.5,10.5,10.5,10.5
1,"cv","dgp3",25,200,"A",4.5,3,5,4.5,5,5
1,"cv","dgp3",25,200,"A-Th",4.5,4,3,4.5,3,3
1,"cv","dgp3",25,200,"A-Ref",7,6,5,4.5,5,5
1,"cv","dgp3",25,200,"A-Rlx",6,5,5,4.5,5,5
1,"cv","dgp3",25,200,"A-Des",10,10,10.5,10.5,10.5,10.5
1,"cv","dgp3",25,200,"ScL",11,11,2,1,2,1
1,"cv","dgp3",25,300,"L",1,1,8,8,8,8
1,"cv","dgp3",25,300,"L-Th",2,6,1,1,1,1
1,"cv","dgp3",25,300,"L-Ref",8,8,8,8,8,8
1,"cv","dgp3",25,300,"L-Rlx",6,5,8,8,8,8
1,"cv","dgp3",25,300,"L-Des",9,10,10.5,10.5,10.5,10.5
1,"cv","dgp3",25,300,"A",3,3,5,5,5,5
1,"cv","dgp3",25,300,"A-Th",4,2,3,3,3,3
1,"cv","dgp3",25,300,"A-Ref",7,7,5,5,5,5
1,"cv","dgp3",25,300,"A-Rlx",5,4,5,5,5,5
1,"cv","dgp3",25,300,"A-Des",10,9,10.5,10.5,10.5,10.5
1,"cv","dgp3",25,300,"ScL",11,11,2,2,2,2
1,"cv","dgp3",25,500,"L",5,5,8,8,8,8
1,"cv","dgp3",25,500,"L-Th",3,4,1,1,1,1
1,"cv","dgp3",25,500,"L-Ref",8,8,8,8,8,8
1,"cv","dgp3",25,500,"L-Rlx",7,7,8,8,8,8
1,"cv","dgp3",25,500,"L-Des",10,10,10.5,10.5,10.5,10.5
1,"cv","dgp3",25,500,"A",2,1,5,5,5,5
1,"cv","dgp3",25,500,"A-Th",1,2,3,3,3,3
1,"cv","dgp3",25,500,"A-Ref",6,6,5,5,5,5
1,"cv","dgp3",25,500,"A-Rlx",4,3,5,5,5,5
1,"cv","dgp3",25,500,"A-Des",9,9,10.5,10.5,10.5,10.5
1,"cv","dgp3",25,500,"ScL",11,11,2,2,2,2
1,"cv","dgp3",25,1000,"L",6,6,8,8,8,8
1,"cv","dgp3",25,1000,"L-Th",4,5,1,1,1,1
1,"cv","dgp3",25,1000,"L-Ref",8,8,8,8,8,8
1,"cv","dgp3",25,1000,"L-Rlx",7,7,8,8,8,8
1,"cv","dgp3",25,1000,"L-Des",10,10,10.5,10.5,10.5,10.5
1,"cv","dgp3",25,1000,"A",2,2,4,4,4,4
1,"cv","dgp3",25,1000,"A-Th",1,1,2,2,2,2
1,"cv","dgp3",25,1000,"A-Ref",5,4,4,4,4,4
1,"cv","dgp3",25,1000,"A-Rlx",3,3,4,4,4,4
1,"cv","dgp3",25,1000,"A-Des",9,9,10.5,10.5,10.5,10.5
1,"cv","dgp3",25,1000,"ScL",11,11,6,6,6,6
1,"cv","dgp3",25,2000,"L",6,7,8,8,8,8
1,"cv","dgp3",25,2000,"L-Th",5,6,5,5,5,5
1,"cv","dgp3",25,2000,"L-Ref",8,8,8,8,8,8
1,"cv","dgp3",25,2000,"L-Rlx",7,5,8,8,8,8
1,"cv","dgp3",25,2000,"L-Des",10,10,10.5,10.5,10.5,10.5
1,"cv","dgp3",25,2000,"A",1.5,2,2.5,2.5,2.5,2.5
1,"cv","dgp3",25,2000,"A-Th",1.5,3,2.5,2.5,2.5,2.5
1,"cv","dgp3",25,2000,"A-Ref",4,4,2.5,2.5,2.5,2.5
1,"cv","dgp3",25,2000,"A-Rlx",3,1,2.5,2.5,2.5,2.5
1,"cv","dgp3",25,2000,"A-Des",9,9,10.5,10.5,10.5,10.5
1,"cv","dgp3",25,2000,"ScL",11,11,6,6,6,6
1,"cv","dgp3",30,100,"L",1,1,8,2,8,2
1,"cv","dgp3",30,100,"L-Th",3,8,6,9,6,11
1,"cv","dgp3",30,100,"L-Ref",8,6,8,2,8,2
1,"cv","dgp3",30,100,"L-Rlx",2,2,8,2,8,2
1,"cv","dgp3",30,100,"L-Des",10,9,10.5,10.5,10.5,9.5
1,"cv","dgp3",30,100,"A",5,3,2,5,2,5
1,"cv","dgp3",30,100,"A-Th",4,4,4,7,4,7
1,"cv","dgp3",30,100,"A-Ref",9,7,2,5,2,5
1,"cv","dgp3",30,100,"A-Rlx",7,5,2,5,2,5
1,"cv","dgp3",30,100,"A-Des",11,10,10.5,10.5,10.5,9.5
1,"cv","dgp3",30,100,"ScL",6,11,5,8,5,8
1,"cv","dgp3",30,200,"L",1,1,8,8,8,8
1,"cv","dgp3",30,200,"L-Th",5,8,2,2,2,2
1,"cv","dgp3",30,200,"L-Ref",8,7,8,8,8,8
1,"cv","dgp3",30,200,"L-Rlx",2,2,8,8,8,8
1,"cv","dgp3",30,200,"L-Des",9,9,10.5,10.5,10.5,10.5
1,"cv","dgp3",30,200,"A",3,3,5,5,5,5
1,"cv","dgp3",30,200,"A-Th",4,4,3,3,3,3
1,"cv","dgp3",30,200,"A-Ref",7,6,5,5,5,5
1,"cv","dgp3",30,200,"A-Rlx",6,5,5,5,5,5
1,"cv","dgp3",30,200,"A-Des",10,10,10.5,10.5,10.5,10.5
1,"cv","dgp3",30,200,"ScL",11,11,1,1,1,1
1,"cv","dgp3",30,300,"L",1,1,8,8,8,8
1,"cv","dgp3",30,300,"L-Th",3,7,1,1,1,2
1,"cv","dgp3",30,300,"L-Ref",8,8,8,8,8,8
1,"cv","dgp3",30,300,"L-Rlx",2,2,8,8,8,8
1,"cv","dgp3",30,300,"L-Des",9,9,10.5,10.5,10.5,10.5
1,"cv","dgp3",30,300,"A",5,4,5,5,5,5
1,"cv","dgp3",30,300,"A-Th",4,3,3,3,3,3
